date,tavg,tmin,tmax,prcp,wdir,wspd,pres
01-01-2023 00:00,22.5,15.9,29,0,85,8.4,1017.2
02-01-2023 00:00,21.4,16.1,29.1,0,99,10.3,1017.3
03-01-2023 00:00,20.9,16.3,28,0,96,9,1017.7
04-01-2023 00:00,20.7,16.8,26.8,0,107,11.3,1016.7
05-01-2023 00:00,20.6,16.8,26.3,0,101,13,1017.2
06-01-2023 00:00,19.8,14.5,25.9,0,88,13.5,1018.1
07-01-2023 00:00,21,16.3,26.4,0,80,12.2,1017.3
08-01-2023 00:00,20.7,17,26.2,0,68,9,1016.2
09-01-2023 00:00,19.1,13.6,26.6,0,70,8,1017.6
10-01-2023 00:00,20.1,14.3,28,0,85,9.8,1017.1
11-01-2023 00:00,20.5,13,28,0,87,8.7,1015.1
12-01-2023 00:00,21.4,14.2,29,0,82,8.5,1014
13-01-2023 00:00,21.2,13.4,30.1,0,87,7.9,1014.2
14-01-2023 00:00,20.7,14.5,29.6,0,83,7.5,1014.3
15-01-2023 00:00,21.4,12.8,29.8,0,87,8.4,1013.3
16-01-2023 00:00,22.5,13.4,30.9,0,79,7,1013.8
17-01-2023 00:00,21.3,14.7,30.3,0,88,8.1,1014.6
18-01-2023 00:00,20.6,14.7,30,0,95,9.7,1017.8
19-01-2023 00:00,21.1,14.5,29.5,0,91,10.8,1016.4
20-01-2023 00:00,20.6,14,29.5,0,107,11.2,1016.2
21-01-2023 00:00,20.6,16.6,26.6,0,90,10.9,1015.3
22-01-2023 00:00,20.8,15.2,26.4,0,95,12.5,1014.5
23-01-2023 00:00,20.4,16.2,27.5,0,100,11.7,1013.9
24-01-2023 00:00,21.7,17.4,27.8,0,107,11.4,1013.5
25-01-2023 00:00,20.7,15.2,27.3,0,99,10.1,1013.8
26-01-2023 00:00,21.7,15.5,29.2,0,106,9.8,1013.9
27-01-2023 00:00,22,16.4,29.6,0,102,9.7,1013.9
28-01-2023 00:00,21.9,14.7,29.6,0,81,11.1,1013.3
29-01-2023 00:00,22.3,14.4,29.4,0,85,12.3,1012.3
30-01-2023 00:00,22.8,18,29.7,0.5,92,11,1013.6
31-01-2023 00:00,22.5,17.2,28.7,0,64,11.6,1013.2
01-02-2023 00:00,22.5,15.4,28.8,0,62,13.9,1012.7
02-02-2023 00:00,21.3,17.8,29,0,67,16.5,1013.1
03-02-2023 00:00,22.1,15.6,29,0,76,13.3,1013.7
04-02-2023 00:00,23.2,17.4,29.6,0,83,12.8,1012.9
05-02-2023 00:00,24.3,17.5,31,0,93,11.5,1012.7
06-02-2023 00:00,23.8,17.2,32.2,0,104,9.6,1013
07-02-2023 00:00,24.1,17.5,31.1,0,91,6.9,1013
08-02-2023 00:00,24.5,18.1,31.5,0,78,10.3,1012.8
09-02-2023 00:00,23.9,17.5,31.1,0,85,10.9,1013.6
10-02-2023 00:00,23.7,17,31.3,0,74,10.3,1014.7
11-02-2023 00:00,23.2,15.7,31,0,71,9.1,1014.9
12-02-2023 00:00,24.3,15.9,31.9,0,71,9.9,1012.4
13-02-2023 00:00,24.4,16.2,33,0,75,11.1,1015
14-02-2023 00:00,23.9,15.8,32.5,0,72,8.7,1014.7
15-02-2023 00:00,23.7,14.1,31.7,0,70,10.1,1013.4
16-02-2023 00:00,24.5,16.1,32.5,0,73,12.2,1013.3
17-02-2023 00:00,24,16.6,32,0,85,10.2,1014
18-02-2023 00:00,24.3,17,31.1,0,85,9.8,1014
19-02-2023 00:00,24.4,17.2,31.6,0,86,9.4,1014.3
20-02-2023 00:00,23.9,18,31.6,0,75,8.9,1014.7
21-02-2023 00:00,24.8,16.8,31.2,0,83,10.4,1014.6
22-02-2023 00:00,23.9,16.1,30.9,0,90,11.6,1014
23-02-2023 00:00,24.1,16.2,32.3,0,81,11.9,1014
24-02-2023 00:00,23,13.1,31.8,0,85,10.3,1014.7
25-02-2023 00:00,25.1,15.6,32.6,0,84,12.5,1016.2
26-02-2023 00:00,23.9,16.3,38.6,0,85,14.2,1017.3
27-02-2023 00:00,23.5,16.2,31.3,0,77,11.1,1017.5
28-02-2023 00:00,23.7,16,30.6,0,85,12.9,1017.1
01-03-2023 00:00,23.8,17.1,30.2,0,94,13.4,1017
02-03-2023 00:00,23.7,17.8,30.9,0,94,14.6,1018
03-03-2023 00:00,25.2,14.7,31.4,0,84,14.8,1018.2
04-03-2023 00:00,24,16.4,32,0,77,15,1018
05-03-2023 00:00,25.2,18.8,32.4,0,81,13.7,1017.3
06-03-2023 00:00,25.1,17.3,32.2,0,83,12.7,1016
07-03-2023 00:00,24.3,16.4,32.4,0,79,13.2,1015.2
08-03-2023 00:00,24.9,19.1,31.8,0,80,14,1015
09-03-2023 00:00,24.2,18.2,30.6,0,78,12.1,1014.6
10-03-2023 00:00,23.5,16,30.1,0,85,12.1,1014.3
11-03-2023 00:00,23.7,17,30.5,0,72,13,1014
12-03-2023 00:00,25.2,17.4,31.8,0,88,12.7,1014.1
13-03-2023 00:00,26,19.2,32.5,0,100,11.5,1012.9
14-03-2023 00:00,26.5,19.1,32.9,0,108,10.6,1011.3
15-03-2023 00:00,26.9,19.8,33.6,0,123,10.5,1010.6
16-03-2023 00:00,25.3,19.5,33.6,18.8,169,9.5,1012.1
17-03-2023 00:00,24.7,20,33,3,163,8.1,1014
18-03-2023 00:00,25.3,20,31.6,5.1,166,10.9,1011.8
19-03-2023 00:00,26.3,21,31.8,0,226,11.5,1011
20-03-2023 00:00,26.5,21,32.6,0,242,10.3,1010
21-03-2023 00:00,24.5,16.4,32.4,0,265,8.5,1010
22-03-2023 00:00,25.4,17.2,33,0,167,6.7,1010.5
23-03-2023 00:00,27.5,22,33.8,0,261,7.7,1010.3
24-03-2023 00:00,27.7,22.8,34.5,0,198,9.3,1010.6
25-03-2023 00:00,27.1,22.8,34.5,0.8,169,8.9,1012.3
26-03-2023 00:00,26.4,19.9,32.6,0,202,7.8,1011.4
27-03-2023 00:00,27.1,22.1,34.8,0.3,291,9.4,1010.7
28-03-2023 00:00,28.6,21.8,34.6,0,115,7.7,1010.8
29-03-2023 00:00,27.4,23.4,35.5,4.6,188,9.7,1012.2
30-03-2023 00:00,26.9,20.8,34,0,199,8.1,1011.9
31-03-2023 00:00,28.1,22.4,33.8,0,235,7.5,1010.7
01-04-2023 00:00,28.3,23.5,35,0,198,8.5,1011
02-04-2023 00:00,28.2,23.3,34.1,0,240,9,1010.1
03-04-2023 00:00,27.1,22.5,34.5,0,201,9.6,1010.1
04-04-2023 00:00,25.1,20.5,31.2,0,191,8.9,1012
05-04-2023 00:00,26.7,21.7,32.6,0,119,6.7,1010.9
06-04-2023 00:00,27.7,22.7,34.8,0.4,172,8,1011.8
07-04-2023 00:00,27,22.2,33.9,0,128,10.1,1013
08-04-2023 00:00,27.3,21.5,33,0,109,11.7,1014.3
09-04-2023 00:00,25.9,17.7,34,0,102,10.7,1014.6
10-04-2023 00:00,27.8,21,34.5,0,104,11.7,1013.6
11-04-2023 00:00,26.5,18.2,35,0,99,10.6,1013.4
12-04-2023 00:00,29.3,21.4,35.7,0,100,9.9,1012.9
13-04-2023 00:00,27.2,18.6,36,0,103,13.5,1012.3
14-04-2023 00:00,29.3,21.7,36.4,0,124,9.3,1012.1
15-04-2023 00:00,28.5,22.3,36,0,74,9.5,1011.5
16-04-2023 00:00,27.2,19.1,35.6,0,106,10.1,1010.3
17-04-2023 00:00,27.8,20.8,36,0,118,9.2,1010.5
18-04-2023 00:00,28.7,21,35.4,0,125,10.5,1011.4
19-04-2023 00:00,29.7,22.2,36.5,0,139,8.4,1009.6
20-04-2023 00:00,30.1,23.6,36.1,0,207,7.4,1007.6
21-04-2023 00:00,26.6,21.4,36,1,233,8.1,1007.8
22-04-2023 00:00,27.6,22.3,35.2,7.1,248,6.7,1008
23-04-2023 00:00,29.2,23.5,34.8,0,261,9.1,1008.5
24-04-2023 00:00,28,22.5,35,1.8,147,8.8,1010
25-04-2023 00:00,26.5,23,34,4.8,136,9.9,1011.3
26-04-2023 00:00,27.7,23.7,33.3,0.2,142,8.8,1010.7
27-04-2023 00:00,27.7,23.2,33,0,128,10.7,1010.5
28-04-2023 00:00,28.2,22,33.5,3.2,139,11.3,1011.2
29-04-2023 00:00,25.5,22.2,34.5,11.6,150,8.2,1011.2
30-04-2023 00:00,26.3,22.5,31.1,13.9,178,8,1009.9
01-05-2023 00:00,24.6,21.5,32,25.9,265,7.1,1010
02-05-2023 00:00,25.3,21,31,26.9,250,6.7,1010.2
03-05-2023 00:00,24.4,21.4,30.4,0.8,280,8.6,1011.6
04-05-2023 00:00,24.5,21.2,30,14,257,7.2,1010.6
05-05-2023 00:00,24.9,20.8,30.6,39.9,243,8.7,1009.9
06-05-2023 00:00,24.6,20.1,29.7,0,248,9.5,1009.7
07-05-2023 00:00,24.3,21.1,29.3,2.5,270,9.4,1010.3
08-05-2023 00:00,24.6,21.4,29,6.1,296,7.2,1009.7
09-05-2023 00:00,26.3,20.5,31.4,5.1,341,6.1,1009.8
10-05-2023 00:00,27.7,22.3,32.5,0.5,3,7.7,1008.8
11-05-2023 00:00,26.1,20.4,33.4,0,267,9.9,1010.3
12-05-2023 00:00,25.4,20.9,33.4,13.5,280,10.5,1010.1
13-05-2023 00:00,26,22.6,32.4,0,257,15,1011.2
14-05-2023 00:00,26.2,20.5,32.2,0,275,14,1009.8
15-05-2023 00:00,27.6,23,32.8,0,243,11.7,1010.2
16-05-2023 00:00,27.1,20.1,34,0,270,8.8,1011.2
17-05-2023 00:00,29.3,23.6,35,0,352,6.4,1011.1
18-05-2023 00:00,29.2,25.1,35.5,0,271,9.9,1012.3
19-05-2023 00:00,29.3,23.5,35.5,0,269,8.6,1011.1
20-05-2023 00:00,25.2,21.3,35.4,0,281,10.5,1011.2
21-05-2023 00:00,24.6,21.2,34.4,30,251,8.8,1011.9
22-05-2023 00:00,25.1,21,33.4,31.5,219,8.2,1012.6
23-05-2023 00:00,26.8,19.9,32.2,16.3,240,7,1012.9
24-05-2023 00:00,25.8,20.2,33.2,25.9,249,10.4,1013.1
25-05-2023 00:00,25.7,21.5,32,1.5,271,10.9,1013.4
26-05-2023 00:00,26.1,22,32.1,0,256,11.9,1013.3
27-05-2023 00:00,26.8,21.8,31.9,0.6,278,10.7,1011.8
28-05-2023 00:00,27.2,21.3,32.5,0,261,9.7,1010.6
29-05-2023 00:00,27,23.3,33.6,1.8,286,7.8,1010.6
30-05-2023 00:00,23.8,20.4,33.3,0,269,7.6,1011.7
31-05-2023 00:00,25.5,19.6,31.3,65.3,251,8.5,1010.9
01-06-2023 00:00,26.3,21.3,31.4,0,248,8.8,1010.8
02-06-2023 00:00,26.4,22.6,31.4,0,264,10,1010.6
03-06-2023 00:00,26.2,21.1,32.6,0.7,272,10.7,1010.4
04-06-2023 00:00,26.4,23,33.4,0.5,258,12.5,1010.8
05-06-2023 00:00,25.7,20.9,31,4.2,260,12.9,1010
06-06-2023 00:00,26.1,22,31.6,1,273,13.1,1009.5
07-06-2023 00:00,26,22.3,32.2,0.1,252,13.6,1009.7
08-06-2023 00:00,26.3,22.4,32,0.1,261,15,1009.8
09-06-2023 00:00,26.3,22.1,32.5,2.5,255,14.7,1008.9
10-06-2023 00:00,24.9,21.1,32.3,0.5,246,17.2,1008.5
11-06-2023 00:00,25.4,21.2,31,0,258,16,1008.4
12-06-2023 00:00,25.6,21.7,31.6,0.5,249,14.3,1008.7
13-06-2023 00:00,25.7,21.4,32.6,21.1,251,15.6,1009.1
14-06-2023 00:00,25.8,21.6,31.6,0,261,14.8,1010.9
15-06-2023 00:00,26.6,21.9,32,2,269,13.1,1010.7
16-06-2023 00:00,26.5,21.8,31.5,0,257,15.3,1009.8
17-06-2023 00:00,26.4,22,32.1,1.4,269,13.8,1009.9
18-06-2023 00:00,24.6,22.6,31.5,3.2,268,15.4,1009.8
19-06-2023 00:00,24.9,21.7,28.4,0,274,12,1008.8
20-06-2023 00:00,22.8,20.8,28.2,1.8,265,10.5,1008.3
21-06-2023 00:00,23.6,21.6,27.6,18.8,258,11.1,1008.9
22-06-2023 00:00,25.2,21,29.4,3,269,10.4,1009.4
23-06-2023 00:00,24.6,21.2,30.7,7.6,262,12.4,1009.4
24-06-2023 00:00,23.5,21,29.1,0.3,251,16.1,1008.9
25-06-2023 00:00,24.4,20.9,29.1,0.5,253,14.6,1008.8
26-06-2023 00:00,24.1,21.1,29.1,7.1,263,15.6,1009.5
27-06-2023 00:00,23.9,20.4,29,0,253,14.2,1010.1
28-06-2023 00:00,24.1,20.3,29.4,2,257,15.2,1010.7
29-06-2023 00:00,23.6,20.6,29,0,254,15.6,1011.4
30-06-2023 00:00,25.1,21,29.4,2,260,16.2,1011
01-07-2023 00:00,25.6,21.4,30.4,0,266,14.4,1011.2
02-07-2023 00:00,23.9,20.5,30.8,0,272,15.2,1010.8
03-07-2023 00:00,23.8,20.3,29,18.3,270,16.7,1009.4
04-07-2023 00:00,22.7,20.3,30.1,4.1,253,20,1007.4
05-07-2023 00:00,22.6,20.2,27.1,1.3,258,18.9,1006.6
06-07-2023 00:00,22.7,20.5,26.9,0.3,244,18.3,1009.1
07-07-2023 00:00,22.7,20.6,26.9,0.3,249,18.4,1010.8
08-07-2023 00:00,22,20.5,27.5,7.9,248,15.6,1011.8
09-07-2023 00:00,23.9,20.9,27.9,7.6,258,13.9,1011.2
10-07-2023 00:00,23.4,21.2,27.3,1,258,11.4,1010.6
11-07-2023 00:00,22.7,20,28.5,10.4,264,12.4,1010.2
12-07-2023 00:00,23.1,20.3,27.4,15,257,11.7,1009.8
13-07-2023 00:00,22.6,19.7,28.2,11.9,248,13.8,1010.1
14-07-2023 00:00,23.2,20.1,27.2,24.9,256,15.5,1011.1
15-07-2023 00:00,24.2,20.4,28.4,1.3,267,14.7,1011.1
16-07-2023 00:00,24,21.4,29.1,2,263,13.4,1010.5
17-07-2023 00:00,23.8,21,28.5,0,257,16.5,1009.9
18-07-2023 00:00,24.1,20.6,28.1,0.3,257,20.8,1008.9
19-07-2023 00:00,23.4,20.8,28.8,0,262,23.1,1007.7
20-07-2023 00:00,24.2,20.7,28,0,256,24.3,1007.7
21-07-2023 00:00,23.8,21.5,28.7,1.3,261,23.5,1008.8
22-07-2023 00:00,22.9,21.4,28.4,0,261,22.9,1010.2
23-07-2023 00:00,22.5,20.2,26.7,0.3,260,19.7,1010.6
24-07-2023 00:00,21.2,19.9,26.6,7.1,258,20.4,1009.9
25-07-2023 00:00,21.6,20.2,24.9,7.1,255,18,1010.3
26-07-2023 00:00,21.1,19.4,24.5,12.2,256,16.6,1011.4
27-07-2023 00:00,23.4,18.8,29.2,6.9,258,19,1011.2
28-07-2023 00:00,23.2,19.2,27.5,0,266,18.1,1011
29-07-2023 00:00,22.7,20.1,28.4,2,272,18.3,1011
30-07-2023 00:00,24.2,19.8,28.4,0.5,273,16.4,1010.7
31-07-2023 00:00,24.5,20.8,29.2,0,268,17.5,1010.5
01-08-2023 00:00,24.1,20.8,29.3,0,261,19.7,1010.5
02-08-2023 00:00,24,18.5,28.2,0,259,20.5,1011.2
03-08-2023 00:00,24,20.2,28.3,0.3,263,19.7,1010.7
04-08-2023 00:00,24.4,20.2,29.2,0,264,17,1012.6
05-08-2023 00:00,24.4,20.4,30.1,0,262,16.4,1013.6
06-08-2023 00:00,24.2,21.2,29,0.3,267,13.6,1012.6
07-08-2023 00:00,24.3,20.6,29.8,2.3,266,14.4,1010.8
08-08-2023 00:00,24.2,20.5,29.6,0,269,12.1,1011.2
09-08-2023 00:00,25.2,20.8,29,1.3,279,10.5,1012.5
10-08-2023 00:00,25.4,21.8,30.4,0,286,9.1,1013
11-08-2023 00:00,25.6,22,30,0.1,297,8.7,1011.6
12-08-2023 00:00,26.1,22.3,30.4,0,280,13,1011.3
13-08-2023 00:00,25.2,21,31.3,0.5,279,11.5,1011.1
14-08-2023 00:00,25.4,19.8,30.4,0.5,277,9.2,1011.3
15-08-2023 00:00,25.9,21,30,0,250,11,1011.4
16-08-2023 00:00,26.3,21,31,0,260,10.9,1011.7
17-08-2023 00:00,25.7,21.8,31.8,0,266,14,1011.8
18-08-2023 00:00,24.6,21.2,31,0,263,15.8,1010.4
19-08-2023 00:00,23.1,19.8,29.5,0,264,16.2,1010.3
20-08-2023 00:00,24.6,20.2,29,8.1,275,14,1009.8
21-08-2023 00:00,25.3,20.9,30.5,0,283,10.4,1009.5
22-08-2023 00:00,26,21.8,30.8,1.1,269,7.9,1009.5
23-08-2023 00:00,26.1,22,31,0,272,9,1009.7
24-08-2023 00:00,24.9,21.6,31.6,0,272,10.9,1009.7
25-08-2023 00:00,25.3,19.3,31,0,260,10.3,1009.9
26-08-2023 00:00,26.2,21.8,32.2,2.1,264,11.1,1011.2
27-08-2023 00:00,26.1,22.2,31.8,1.2,280,10.5,1011.8
28-08-2023 00:00,27.2,21.9,31.8,0,280,10.2,1010.9
29-08-2023 00:00,26.1,22.6,32.6,2,275,12.4,1010.4
30-08-2023 00:00,25,19.5,31.8,12.8,275,10.4,1010.8
31-08-2023 00:00,25.1,19.9,32.5,0.5,271,7.5,1010.8
01-09-2023 00:00,24.8,19.9,31,88.9,301,8.3,1010.6
02-09-2023 00:00,24.8,22.2,29.5,0,266,10,1012.1
03-09-2023 00:00,24.3,21.4,29.6,1.8,273,11.5,1009.1
04-09-2023 00:00,22.6,21,28.1,0.3,273,16.6,1008.2
05-09-2023 00:00,22.7,20.6,26.4,0,274,14.1,1008.2
06-09-2023 00:00,23.3,20.4,27.4,25.1,257,14.5,1008.8
07-09-2023 00:00,24.1,21.3,29,0,251,15,1009.6
08-09-2023 00:00,24,21,29,4.3,245,17.3,1010.3
09-09-2023 00:00,25.1,20.8,29,0,257,15.5,1009.9
10-09-2023 00:00,24.5,21.2,30.5,5.7,265,15.6,1009.5
11-09-2023 00:00,24.1,21.2,29.5,2.5,263,14.6,1009.8
12-09-2023 00:00,23.7,20,29,0.5,271,14.3,1010.3
13-09-2023 00:00,23.7,19.2,30.3,1.5,261,13.9,1010.4
14-09-2023 00:00,23.3,20,29.3,0.8,258,14.8,1010.3
15-09-2023 00:00,23.8,20.8,27.7,0,253,16.7,1010.5
16-09-2023 00:00,23.8,21.2,27.8,1.5,259,15.1,1010.8
