date,tavg,tmin,tmax,prcp,wdir,wspd,pres
17-10-2024 00:00,23.2,19.4,27,5.3,247,7.8,1009.9
18-10-2024 00:00,24.3,20.2,28.2,0,268,7.3,1011
19-10-2024 00:00,22.4,21.4,28.4,0.8,314,5.3,1012.4
20-10-2024 00:00,23.8,20.9,28,20.3,65,5.5,1013.2
21-10-2024 00:00,23.5,20.7,29.2,62,103,5.5,1013.3
22-10-2024 00:00,23.5,19.8,28.4,17,77,5,1013.5
23-10-2024 00:00,23.2,20.6,29,23.6,31,4.6,1012.6
24-10-2024 00:00,22.5,19.9,30,14,292,4.4,1012.4
25-10-2024 00:00,23.8,20.5,27.6,0,339,5.4,1012.2
26-10-2024 00:00,22.2,17.1,27,0,339,7.3,1011.9
27-10-2024 00:00,21.6,15.8,26.8,0,315,7,1011.2
28-10-2024 00:00,22.8,16.6,29.4,0,259,6.1,1010.3
29-10-2024 00:00,23.3,17.6,28.2,0.3,297,6.3,1011.4
30-10-2024 00:00,23,18.1,27.1,0.8,101,4.2,1012.2
31-10-2024 00:00,23.9,21.1,27.6,3.8,60,4.4,1013
01-11-2024 00:00,24.3,21.3,28.6,0,97,5.2,1014.2
02-11-2024 00:00,24.9,21,29.7,0.3,85,7.7,1014.5
03-11-2024 00:00,24.8,20.4,29.4,1,80,14,1014.3
04-11-2024 00:00,23.6,20.9,29.2,0,91,8.9,1013.5
05-11-2024 00:00,23.2,19.3,29.3,0.8,57,8.5,1013.7
06-11-2024 00:00,24.3,18.6,28.7,0,44,8.4,1013.9
07-11-2024 00:00,23,18.7,26.9,1.6,57,9.4,1013.7
08-11-2024 00:00,23.5,18,29.6,0,71,10,1013.5
09-11-2024 00:00,23,17.8,28.6,0,64,9.6,1013.7
10-11-2024 00:00,22.8,17.3,28.6,0,53,8.8,1013.8
11-11-2024 00:00,22.8,17.2,28,0,41,8.5,1012.6
12-11-2024 00:00,22.6,19.1,27.3,1.8,34,9.4,1012
13-11-2024 00:00,23.5,20.6,26,0.8,62,10.7,1011.4
14-11-2024 00:00,22.3,21.2,27.4,0,75,9.7,1012.9
15-11-2024 00:00,22.5,20.4,26.8,4.1,67,8.7,1013.6
16-11-2024 00:00,23.3,20.4,28.8,10.9,74,10.2,1013.2
17-11-2024 00:00,23.8,20.3,27.8,3,69,10.4,1012.7
18-11-2024 00:00,22.2,19,26.7,0.1,79,12.8,1013.5
19-11-2024 00:00,21.9,18.4,26.7,0,67,12.2,1014.2
20-11-2024 00:00,21.6,17,27.5,0,91,10.7,1013.7
21-11-2024 00:00,21.3,17,27,0,77,9.9,1013.7
22-11-2024 00:00,22,16.4,28.6,0,69,8.1,1013.4
23-11-2024 00:00,22.3,16.2,28.1,0,64,7.1,1014
24-11-2024 00:00,22.8,17.4,28.6,0,61,7.5,1013.8
25-11-2024 00:00,22,16.8,27.2,0,51,8.6,1013.2
26-11-2024 00:00,21.1,17.8,25.5,2.1,47,11.7,1012.5
27-11-2024 00:00,21.2,18.1,24.4,0.5,38,12.5,1011.3
28-11-2024 00:00,21.8,17.3,26.8,0,24,10.9,1011
29-11-2024 00:00,21.6,18.4,27.2,0,23,12.1,1010.8
30-11-2024 00:00,21.2,19.1,22.9,0.7,349,14,1009.2
01-12-2024 00:00,21.2,19.7,24.3,14.2,345,20.1,1007.3
02-12-2024 00:00,21.3,19.9,22.4,18.8,48,13.5,1007.4
03-12-2024 00:00,22.1,20.3,26.7,39.9,116,10.5,1010.9
04-12-2024 00:00,23,19.2,25.6,21.1,95,9.1,1012.9
05-12-2024 00:00,23.2,20.2,27.4,2.5,86,8.1,1013.3
06-12-2024 00:00,24.3,20.3,28.6,2,105,6.9,1013.5
07-12-2024 00:00,24.2,20.2,28.7,0,106,8,1013
08-12-2024 00:00,22.6,18.9,29.6,0,128,7.5,1012.9
09-12-2024 00:00,22.2,17.8,28,0,108,6.7,1012.8
10-12-2024 00:00,,,,,,,
11-12-2024 00:00,,,,,,,
12-12-2024 00:00,21,19.9,25.9,0,,,
13-12-2024 00:00,21.3,19.8,24,5.1,75,11,1013.1
14-12-2024 00:00,21.9,18.8,26,0.5,71,10.4,1014.5
15-12-2024 00:00,21.2,16.6,26.6,0,69,9,1015.7
16-12-2024 00:00,19.9,14.8,27,0,60,7.9,1014.6
17-12-2024 00:00,20.7,14.2,27.8,0,46,7.2,1013
18-12-2024 00:00,21.9,17,26.6,0.2,32,8.9,1012.1
19-12-2024 00:00,23.6,19.4,26.3,0,37,8.5,1011.7
20-12-2024 00:00,22.9,18.4,27.4,0,353,7.1,1011.5
21-12-2024 00:00,23.2,18.1,29.2,0,11,4.9,1011.8
22-12-2024 00:00,22.9,17.5,27.6,0,74,5.2,1012.5
23-12-2024 00:00,22.5,18.4,26.7,0,98,5.7,1012.8
24-12-2024 00:00,22.2,17.1,27.9,0,59,5.1,1012.6
25-12-2024 00:00,22.1,16.7,27.7,0,26,6.4,1013.9
26-12-2024 00:00,21.6,18.4,25.1,3.9,55,11.6,1015.6
27-12-2024 00:00,21.2,19.1,24.8,2.2,92,12.3,1016.9
28-12-2024 00:00,21.3,17.5,26.2,0,92,10.5,1016.7
29-12-2024 00:00,21.4,16.3,27.4,0,76,9.4,1016.4
30-12-2024 00:00,21.2,16.5,25.6,0,63,11,1016.4
31-12-2024 00:00,21.7,16.4,28.6,0,76,11.4,1016.4
01-01-2025 00:00,21,15.3,26.6,0,77,10.1,1015.5
02-01-2025 00:00,20.8,16.1,27.2,0,80,9.9,1015.3
03-01-2025 00:00,20.5,16.3,27,0,77,10.1,1015.6
04-01-2025 00:00,19.5,13.3,26.6,0,90,8.7,1014.6
05-01-2025 00:00,20.1,14.2,26.6,0,97,8.2,1014.9
06-01-2025 00:00,20.5,15.8,27.2,0,104,7.6,1014.5
07-01-2025 00:00,20.9,15,26.6,0,78,7.1,1014
08-01-2025 00:00,21.1,16.1,28,0,74,9.3,1014
09-01-2025 00:00,19.8,14.1,25.6,0,92,12,1015.1
10-01-2025 00:00,20.6,15.5,26.4,0,102,11.6,1016.1
11-01-2025 00:00,21.3,17.7,26.2,0,94,10.6,1015.8
12-01-2025 00:00,21.6,16.4,28.6,0,86,10.4,1015.6
13-01-2025 00:00,22,18.6,27.4,2,76,11,1014.1
14-01-2025 00:00,22,19.2,26.6,0.2,91,12.2,1015.2
15-01-2025 00:00,20.6,16.7,24.9,0,85,12.4,1016.4
16-01-2025 00:00,21.4,16.8,26.3,0,92,11.9,1015.9
17-01-2025 00:00,20.7,16,26.5,0,85,11.2,1014.9
18-01-2025 00:00,21.1,15.6,26.9,0,83,10.9,1014.1
19-01-2025 00:00,19.8,18.2,27.4,3,59,10.8,1014.6
20-01-2025 00:00,22,18,27.4,2,58,7.9,1013.8
21-01-2025 00:00,21.1,15.2,28.4,0,63,8.1,1013.2
22-01-2025 00:00,21.4,14.9,28.2,0,83,8.5,1012.9
23-01-2025 00:00,22.5,16.6,29.4,0,93,9.5,1013
24-01-2025 00:00,21.2,16.3,27.6,0,97,8.8,1013
25-01-2025 00:00,21.2,14.3,29.2,0,84,9.2,1013.6
26-01-2025 00:00,22,15.1,29.8,0,86,10.4,1013.4
27-01-2025 00:00,21.4,13.8,29,0,79,8,1012.9
28-01-2025 00:00,21.4,14.9,29,0,85,7.7,1013.4
29-01-2025 00:00,21.7,14.6,30.4,0,84,9.7,1014.5
30-01-2025 00:00,22.4,15.4,29.7,0,108,7.1,1013.2
31-01-2025 00:00,24.1,18.3,30.6,0,106,7.9,1012.4
01-02-2025 00:00,24.2,19,30.4,0,79,8.2,1013.3
02-02-2025 00:00,23.7,17.1,31.8,0,81,8.2,1013.7
03-02-2025 00:00,23.3,16.1,31,0,87,8.1,1013.8
04-02-2025 00:00,23.5,16.2,31,0,83,9,1014
05-02-2025 00:00,23.7,17.7,30.8,0,101,10.5,1013.3
06-02-2025 00:00,23.3,17,30.2,0,93,9.9,1013.1
07-02-2025 00:00,23.3,16.5,30.4,0,91,9.4,1014.5
08-02-2025 00:00,23.4,17,30,0,90,10,1014.4
09-02-2025 00:00,23.5,17.7,29.2,0,85,9.8,1014
10-02-2025 00:00,22.6,16.4,29,0,91,9.4,1015.2
11-02-2025 00:00,23.2,15.9,30.4,0,91,8.8,1015.3
12-02-2025 00:00,24,15.5,32,0,84,8.9,1014.7
13-02-2025 00:00,24.3,17.1,31.4,0,89,8.4,1014.2
14-02-2025 00:00,25.1,18.1,32.2,0,89,7.7,1013.8
15-02-2025 00:00,25,18.8,32,0,90,7.6,1013
16-02-2025 00:00,24.9,18.3,32,0,89,8.5,1013.6
17-02-2025 00:00,24.5,17.8,31.4,0,97,9.2,1014.9
18-02-2025 00:00,24.7,17.9,31.8,0,91,8.5,1014.8
19-02-2025 00:00,25.8,18.4,33.2,0,92,8.4,1013
20-02-2025 00:00,25.5,19.1,32,0,105,9.5,1013.6
21-02-2025 00:00,25.2,17.8,32.4,0,94,9.3,1015
22-02-2025 00:00,25.4,17.9,32.2,0,80,9.7,1015.6
23-02-2025 00:00,25.5,19.3,31.5,0,79,10.8,1015.6
24-02-2025 00:00,24.6,18.5,31,0,88,12.1,1015.7
25-02-2025 00:00,23.9,16.8,31,0,84,12.3,1017
26-02-2025 00:00,24.3,18.2,31,0,87,14,1016.7
27-02-2025 00:00,24.3,17.6,31,0,85,13,1015.2
28-02-2025 00:00,24.1,17.1,31.4,0,85,12.1,1014.1
01-03-2025 00:00,24.8,18.5,31.3,0,94,11.7,1013.3
02-03-2025 00:00,25.3,19.1,31.7,0,97,9.4,1012.1
03-03-2025 00:00,26.5,20.1,32.9,0,89,8.7,1012.5
04-03-2025 00:00,26.8,20.7,32.4,0,87,10.3,1012.3
05-03-2025 00:00,27.1,21,33.2,0,94,8.3,1012
06-03-2025 00:00,27.1,21.4,33,0,75,7.7,1012.9
07-03-2025 00:00,26.3,19.4,33.8,0,74,7.1,1011.6
08-03-2025 00:00,26.3,18.8,33.3,0,102,7.6,1010.5
09-03-2025 00:00,26.2,19.3,33.6,0,89,10.9,1011.4
10-03-2025 00:00,24.4,17.1,31.2,0,88,12.5,1013.8
11-03-2025 00:00,23.5,17.2,31.2,1.3,88,12.8,1014.4
12-03-2025 00:00,26.2,20.8,31.9,0,98,11.1,1013
13-03-2025 00:00,26.2,18.3,33.8,0,103,8.2,1012
14-03-2025 00:00,27.5,20.3,34.8,0,107,8.5,1011.8
15-03-2025 00:00,,,,,,,
16-03-2025 00:00,,,,,,,
17-03-2025 00:00,,,,,,,
18-03-2025 00:00,,,,,,,
19-03-2025 00:00,,,,,,,
20-03-2025 00:00,,,,,,,
21-03-2025 00:00,,,,,,,
22-03-2025 00:00,24.3,20.4,32.6,34,150,9.2,1015
23-03-2025 00:00,25.3,19.5,33.4,11.7,127,8,1015.1
24-03-2025 00:00,26.7,22.8,31.4,0,104,7.7,1014
25-03-2025 00:00,25.9,20,32.2,0,113,7.1,1011.6
26-03-2025 00:00,26.7,19.8,33.4,0,117,7.7,1010.1
27-03-2025 00:00,27.3,21,33.5,0,340,6.5,1009.9
28-03-2025 00:00,27.8,21.3,34.4,0,132,9.3,1009.5
29-03-2025 00:00,28.1,21.8,34.4,0,121,8.8,1009.5
30-03-2025 00:00,27.8,21.6,34.1,0,124,10,1010.5
31-03-2025 00:00,27.6,21.4,33.7,0,109,9,1010.4
01-04-2025 00:00,26.1,19.5,32.5,0,107,9.6,1010
02-04-2025 00:00,26.1,20.2,32.2,0.2,128,9.8,1011
03-04-2025 00:00,23.9,19.4,29.3,15.4,117,7.6,1013.6
04-04-2025 00:00,24.6,19.5,32,7,33,6.7,1013.5
05-04-2025 00:00,27.2,21.5,32.9,0,136,5.9,1012.4
06-04-2025 00:00,27.3,23.4,33.2,0,96,6.8,1011.2
07-04-2025 00:00,27.6,22.9,34.5,0,102,8,1011.1
08-04-2025 00:00,27.3,20,34.3,0,98,11.4,1011.8
09-04-2025 00:00,26.9,20,33.2,0,65,9.5,1011.2
10-04-2025 00:00,26.7,20.6,33,0,281,10.9,1009.7
11-04-2025 00:00,26.2,20.5,32.9,0,274,11.2,1009.6
12-04-2025 00:00,26.3,21,33.3,0.8,287,9.9,1010.7
13-04-2025 00:00,26.8,20.3,33.7,4.1,27,8.2,1011
14-04-2025 00:00,24.4,20.9,33.6,0,114,9.3,1010.5
15-04-2025 00:00,26.6,21,34.1,6.1,139,7.4,1010.6
16-04-2025 00:00,24.2,20.5,34,5.8,187,8.4,1011
17-04-2025 00:00,26.9,20.4,32.8,8.9,,,
18-04-2025 00:00,26.2,23.6,32.5,0,,,
19-04-2025 00:00,27,22.4,32.2,0.5,,,
20-04-2025 00:00,26,,,0,,,
21-04-2025 00:00,27.2,20.8,33.4,0,,,
22-04-2025 00:00,28.3,21.5,33.4,0,,,
23-04-2025 00:00,28.5,21.5,34.6,0,129,9.9,1010.5
24-04-2025 00:00,28.8,21.4,35.6,0,132,10.3,1009.4
25-04-2025 00:00,28.4,21.8,34.7,0,137,10.6,1009.7
26-04-2025 00:00,28.2,21.9,33.8,0,121,10.3,1009.7
27-04-2025 00:00,27.9,21.8,33.7,0,126,10.2,1010.2
